ID,Nombre_Tarea,Categoria_Principal,Subcategoria,Indoor_Outdoor,Tiempo_Estimado_Minutos,Requiere_Ubicacion,API_Categoria,Descripcion
148,Hacer fotos de naturaleza en el bosque,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Hacer fotos de naturaleza en el bosque al aire libre dentro de la categoría de Arte al Aire Libre
149,Fotografiar festivales en la sierra,Arte al Aire Libre,Fotografía,Outdoor,90,True,,Disfruta de Fotografiar festivales en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
150,Practicar técnicas de escalada en el jardín botánico,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Practicar técnicas de escalada en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
151,Hacer mantenimiento del huerto en la montaña,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Hacer mantenimiento del huerto en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
152,Hacer ejercicios de tiro en la reserva natural,Deportes de Equipo,Baloncesto,Outdoor,180,True,,Disfruta de Hacer ejercicios de tiro en la reserva natural al aire libre dentro de la categoría de Deportes de Equipo
153,Hacer entrenamiento de fútbol en el valle,Deportes de Equipo,Fútbol,Outdoor,60,True,,Disfruta de Hacer entrenamiento de fútbol en el valle al aire libre dentro de la categoría de Deportes de Equipo
154,Hacer kayak de aguas bravas en el río salvaje,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de aguas bravas en el río salvaje al aire libre dentro de la categoría de Actividades Acuáticas
155,Explorar senderos en mountain bike por la sierra,Deportes al Aire Libre,Ciclismo,Outdoor,90,True,,Disfruta de Explorar senderos en mountain bike por la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
156,Crear un jardín de mariposas en la montaña,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,90,True,,Disfruta de Crear un jardín de mariposas en la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
157,Trabajar en el huerto comunitario de la montaña,Jardinería y Agricultura,Huerto Urbano,Outdoor,120,True,,Disfruta de Trabajar en el huerto comunitario de la montaña al aire libre dentro de la categoría de Jardinería y Agricultura
158,Practicar técnicas de natación en el centro histórico,Actividades Acuáticas,Natación,Outdoor,90,True,,Disfruta de Practicar técnicas de natación en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
159,Practicar surf en la playa sur,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Practicar surf en la playa sur al aire libre dentro de la categoría de Actividades Acuáticas
160,Fotografiar arquitectura en la sierra,Arte al Aire Libre,Fotografía,Outdoor,180,True,,Disfruta de Fotografiar arquitectura en la sierra al aire libre dentro de la categoría de Arte al Aire Libre
161,Explorar barrios antiguos de Valladolid,Aventura y Exploración,Exploración Urbana,Outdoor,240,True,,Disfruta de Explorar barrios antiguos de Valladolid al aire libre dentro de la categoría de Aventura y Exploración
162,Organizar un taller de pintura al aire libre,Arte al Aire Libre,Pintura,Outdoor,240,True,,Disfruta de Organizar un taller de pintura al aire libre al aire libre dentro de la categoría de Arte al Aire Libre
163,Hacer camping junto al el centro histórico,Aventura y Exploración,Campamento,Outdoor,90,True,,Disfruta de Hacer camping junto al el centro histórico al aire libre dentro de la categoría de Aventura y Exploración
164,Explorar senderos históricos en la sierra,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Explorar senderos históricos en la sierra al aire libre dentro de la categoría de Deportes al Aire Libre
165,Organizar una jornada de limpieza de jardines,Jardinería y Agricultura,Jardinería Comunitaria,Outdoor,30,True,,Disfruta de Organizar una jornada de limpieza de jardines al aire libre dentro de la categoría de Jardinería y Agricultura
166,Organizar un partido de baloncesto 3x3,Deportes de Equipo,Baloncesto,Outdoor,30,True,,Disfruta de Organizar un partido de baloncesto 3x3 al aire libre dentro de la categoría de Deportes de Equipo
167,Hacer kayak de mar en el valle,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de mar en el valle al aire libre dentro de la categoría de Actividades Acuáticas
168,Tomar una clase de surf en la costa salvaje,Actividades Acuáticas,Surf,Outdoor,30,True,,Disfruta de Tomar una clase de surf en la costa salvaje al aire libre dentro de la categoría de Actividades Acuáticas
169,Buscar tesoros de geocaching en la sierra,Aventura y Exploración,Geocaching,Outdoor,90,True,,Disfruta de Buscar tesoros de geocaching en la sierra al aire libre dentro de la categoría de Aventura y Exploración
170,Practicar boulder en el bosque,Deportes al Aire Libre,Escalada,Outdoor,60,True,,Disfruta de Practicar boulder en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
171,Jugar partidos informales de baloncesto,Deportes de Equipo,Baloncesto,Outdoor,240,True,,Disfruta de Jugar partidos informales de baloncesto al aire libre dentro de la categoría de Deportes de Equipo
172,Practicar natación de larga distancia en el centro histórico,Actividades Acuáticas,Natación,Outdoor,120,True,,Disfruta de Practicar natación de larga distancia en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
173,Entrenar para una media maratón en el parque local,Deportes al Aire Libre,Running,Outdoor,240,True,,Disfruta de Entrenar para una media maratón en el parque local al aire libre dentro de la categoría de Deportes al Aire Libre
174,Trabajar en el huerto comunitario de el bosque,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Trabajar en el huerto comunitario de el bosque al aire libre dentro de la categoría de Jardinería y Agricultura
175,Explorar túneles antiguos,Aventura y Exploración,Exploración Urbana,Outdoor,120,True,,Disfruta de Explorar túneles antiguos al aire libre dentro de la categoría de Aventura y Exploración
176,Hacer una sesión de escalada con amigos,Deportes al Aire Libre,Escalada,Outdoor,90,True,,Disfruta de Hacer una sesión de escalada con amigos al aire libre dentro de la categoría de Deportes al Aire Libre
177,Hacer una ruta de varios largos en el bosque,Deportes al Aire Libre,Escalada,Outdoor,240,True,,Disfruta de Hacer una ruta de varios largos en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
178,Explorar un sendero nuevo en el centro histórico,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Explorar un sendero nuevo en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
179,Pintar escenas urbanas en el centro histórico,Arte al Aire Libre,Pintura,Outdoor,90,True,,Disfruta de Pintar escenas urbanas en el centro histórico al aire libre dentro de la categoría de Arte al Aire Libre
180,Hacer ejercicios de natación en el centro histórico,Actividades Acuáticas,Natación,Outdoor,60,True,,Disfruta de Hacer ejercicios de natación en el centro histórico al aire libre dentro de la categoría de Actividades Acuáticas
181,Correr 5 km en el centro histórico,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr 5 km en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
182,Correr al amanecer por el bosque,Deportes al Aire Libre,Running,Outdoor,180,True,,Disfruta de Correr al amanecer por el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
183,Participar en una liga local de baloncesto,Deportes de Equipo,Baloncesto,Outdoor,120,True,,Disfruta de Participar en una liga local de baloncesto al aire libre dentro de la categoría de Deportes de Equipo
184,Hacer una ruta de cicloturismo por el valle,Deportes al Aire Libre,Ciclismo,Outdoor,120,True,,Disfruta de Hacer una ruta de cicloturismo por el valle al aire libre dentro de la categoría de Deportes al Aire Libre
185,Participar en un reto fotográfico,Arte al Aire Libre,Fotografía,Outdoor,120,True,,Disfruta de Participar en un reto fotográfico al aire libre dentro de la categoría de Arte al Aire Libre
186,Participar en una carrera local de 25 km,Deportes al Aire Libre,Running,Outdoor,60,True,,Disfruta de Participar en una carrera local de 25 km al aire libre dentro de la categoría de Deportes al Aire Libre
187,Tomar una clase de longboard en la playa norte,Actividades Acuáticas,Surf,Outdoor,60,True,,Disfruta de Tomar una clase de longboard en la playa norte al aire libre dentro de la categoría de Actividades Acuáticas
188,Correr con un grupo de running en el valle,Deportes al Aire Libre,Running,Outdoor,120,True,,Disfruta de Correr con un grupo de running en el valle al aire libre dentro de la categoría de Deportes al Aire Libre
189,Hacer una ruta en kayak por el río local,Actividades Acuáticas,Kayak,Outdoor,60,True,,Disfruta de Hacer una ruta en kayak por el río local al aire libre dentro de la categoría de Actividades Acuáticas
190,Participar en un multi-cache en la reserva natural,Aventura y Exploración,Geocaching,Outdoor,180,True,,Disfruta de Participar en un multi-cache en la reserva natural al aire libre dentro de la categoría de Aventura y Exploración
191,Hacer escalada tradicional en el centro histórico,Deportes al Aire Libre,Escalada,Outdoor,60,True,,Disfruta de Hacer escalada tradicional en el centro histórico al aire libre dentro de la categoría de Deportes al Aire Libre
192,Hacer una ruta de cicloturismo por el bosque,Deportes al Aire Libre,Ciclismo,Outdoor,60,True,,Disfruta de Hacer una ruta de cicloturismo por el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
193,Hacer una excursión fotográfica por el lago,Deportes al Aire Libre,Senderismo,Outdoor,90,True,,Disfruta de Hacer una excursión fotográfica por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
194,Hacer paddle surf en la reserva natural,Actividades Acuáticas,Surf,Outdoor,240,True,,Disfruta de Hacer paddle surf en la reserva natural al aire libre dentro de la categoría de Actividades Acuáticas
195,Hacer escalada deportiva en el bosque,Deportes al Aire Libre,Escalada,Outdoor,60,True,,Disfruta de Hacer escalada deportiva en el bosque al aire libre dentro de la categoría de Deportes al Aire Libre
196,Explorar senderos en mountain bike por el lago,Deportes al Aire Libre,Ciclismo,Outdoor,240,True,,Disfruta de Explorar senderos en mountain bike por el lago al aire libre dentro de la categoría de Deportes al Aire Libre
197,Hacer mantenimiento del huerto en el jardín botánico,Jardinería y Agricultura,Huerto Urbano,Outdoor,30,True,,Disfruta de Hacer mantenimiento del huerto en el jardín botánico al aire libre dentro de la categoría de Jardinería y Agricultura
198,Jugar fútbol 5 al aire libre,Deportes de Equipo,Fútbol,Outdoor,180,True,,Disfruta de Jugar fútbol 5 al aire libre al aire libre dentro de la categoría de Deportes de Equipo
199,Practicar maniobras de surf en la playa urbana,Actividades Acuáticas,Surf,Outdoor,180,True,,Disfruta de Practicar maniobras de surf en la playa urbana al aire libre dentro de la categoría de Actividades Acuáticas
200,Practicar técnicas de aseguramiento en el jardín botánico,Deportes al Aire Libre,Escalada,Outdoor,30,True,,Disfruta de Practicar técnicas de aseguramiento en el jardín botánico al aire libre dentro de la categoría de Deportes al Aire Libre
2,Fotografiar naturaleza en el parque local,Arte al Aire Libre,Fotografía,Outdoor,60,True,,Disfruta de Fotografiar naturaleza en el parque local al aire libre dentro de la categoría de Arte al Aire Libre
3,Hacer kayak de aguas bravas en el canal,Actividades Acuáticas,Kayak,Outdoor,30,True,,Disfruta de Hacer kayak de aguas bravas en el canal al aire libre dentro de la categoría de Actividades Acuáticas
6,Hacer trekking de extrema en la montaña,Deportes al Aire Libre,Senderismo,Outdoor,180,True,,Disfruta de Hacer trekking de extrema en la montaña al aire libre dentro de la categoría de Deportes al Aire Libre
7,Participar en una excursión en kayak por el lago,Actividades Acuáticas,Kayak,Outdoor,240,True,,Disfruta de Participar en una excursión en kayak por el lago al aire libre dentro de la categoría de Actividades Acuáticas
11,Correr con un grupo de running en la playa,Deportes al Aire Libre,Running,Outdoor,90,True,,Disfruta de Correr con un grupo de running en la playa al aire libre dentro de la categoría de Deportes al Aire Libre
12,Buscar tesoros de geocaching en el parque local,Aventura y Exploración,Geocaching,Outdoor,30,True,,Disfruta de Buscar tesoros de geocaching en el parque local al aire libre dentro de la categoría de Aventura y Exploración
15,Pintar junto al la reserva natural,Arte al Aire Libre,Pintura,Outdoor,60,True,,Disfruta de Pintar junto al la reserva natural al aire libre dentro de la categoría de Arte al Aire Libre
16,Hacer kayak de mar en el lago,Actividades Acuáticas,Kayak,Outdoor,120,True,,Disfruta de Hacer kayak de mar en el lago al aire libre dentro de la categoría de Actividades Acuáticas
19,Hacer una acampada familiar en el lago,Aventura y Exploración,Campamento,Outdoor,30,True,,Disfruta de Hacer una acampada familiar en el lago al aire libre dentro de la categoría de Aventura y Exploración
20,Hacer una ruta de arte urbano,Aventura y Exploración,Exploración Urbana,Outdoor,120,True,,Disfruta de Hacer una ruta de arte urbano al aire libre dentro de la categoría de Aventura y Exploración
